1001	12.1104829126
1002	11.5161137724
1003	11.2264892479
1004	11.6460588849
1005	11.9856969571
1006	10.8934962637
1007	11.5263613068
1008	13.6140373806
1009	11.6455603855
1010	10.2598097586
1011	12.7900949609
1012	9.81415598388
1013	12.4056501388
1014	12.3030214096
1015	10.8739716768
1016	12.6896404978
1017	4.02638533819
1018	13.5312880001
1019	6.9282610608
1020	12.939970937
1021	11.6345179948
1022	10.3625910718
1023	10.549423517
1024	12.1453171538
1025	11.5688192261
1026	11.1024270003
1027	12.9786376418
1028	12.2038041868
1029	11.6249770655
1030	9.63366670627
1031	10.9782609543
1032	6.8450948672
1033	12.2657437523
1034	11.6226012458
1035	12.1960007538
1036	13.0667400533
1037	12.4227321828
1038	12.3066728038
1039	11.7140920643
1040	13.119700317
1041	6.36565858428
1042	12.3883826128
1043	11.6999223243
1044	11.2376690457
